sofifa_id,long_name,league_name,nationality_name,goals
232697,Lautaro Dante Geminiani,Argentina Primera División,Argentina,
233369,Lautaro Montoya,Argentina Primera División,Argentina,
234816,Nicolás Ezequiel Gorosito,Spanish Segunda División,Argentina,
235049,Ian Eduardo Escobar Ibáñez,Argentina Primera División,Argentina,
236281,Franco Negri,Argentina Primera División,Argentina,
236667,Javier Eduardo Iritier,Argentina Primera División,Argentina,
237575,Jerónimo Pourtau,Argentina Primera División,Argentina,
238329,Luciano Gastón Pizarro,Argentina Primera División,Argentina,
239721,Juan Eduardo Lescano,Australian Hyundai A-League,Argentina,
240448,Pablo Enrique Ruíz,USA Major League Soccer,Argentina,
241044,Mauro Gabriel Osores,Argentina Primera División,Argentina,
242073,Joaquín Blázquez,Argentina Primera División,Argentina,
242362,Luciano Leonel Recalde,Argentina Primera División,Argentina,
244757,Augusto Schott,Argentina Primera División,Argentina,
244945,Manuel Vicente Capasso,Argentina Primera División,Argentina,
245061,Julián Alejo López,Argentina Primera División,Argentina,
245351,Walter Gabriel Pérez,Argentina Primera División,Argentina,
245691,Álvaro Martín Barreal,USA Major League Soccer,Argentina,
246547,Facundo Ezequiel Almada,Argentina Primera División,Argentina,
246910,Javier Agustín Obando,Argentina Primera División,Argentina,
251686,Damián Ariel Fernández,Argentina Primera División,Argentina,
252192,Álvaro Agustín Lagos,Argentina Primera División,Argentina,
253129,Jorge Gastón Comas,Argentina Primera División,Argentina,
253135,César Gabriel Florentín,Argentina Primera División,Argentina,
253396,Giuliano Simeone,Spain Primera Division,Argentina,
253715,Darío Ariel Sarmiento,Spanish Segunda División,Argentina,
253952,Juan Ignacio Martín Nardoni,Argentina Primera División,Argentina,
254565,Joaquín Indacoechea,Argentina Primera División,Argentina,
254951,Lautaro Nicolás Ríos,Argentina Primera División,Argentina,
255971,Santiago Hezze,Argentina Primera División,Argentina,
256408,Santiago Simón,Argentina Primera División,Argentina,
256502,Aaron Nicolás Molinas,Argentina Primera División,Argentina,
256912,Mauricio Manuel Guzmán,Argentina Primera División,Argentina,
257154,Mariano Ezequiel Peralta Bauer,Argentina Primera División,Argentina,
257185,Lautaro Emanuel Blanco,Argentina Primera División,Argentina,
258095,Julián Ezequiel Aude Bernardi,Argentina Primera División,Argentina,
258289,Juan Sebastián Sforza,Argentina Primera División,Argentina,
258603,Julián Alejandro Navas,Argentina Primera División,Argentina,
259504,Nicolás Federico Castro,Argentina Primera División,Argentina,
259570,Franco Orozco,Argentina Primera División,Argentina,
260513,Gerardo Maximiliano Gómez,Liga de Fútbol Profesional Boliviano,Argentina,
261016,Juan Infante,Argentina Primera División,Argentina,
261072,Ramiro Enrique Paz,Argentina Primera División,Argentina,
261081,Gastón Américo Benavídez,Argentina Primera División,Argentina,
261152,Alejandro Gabriel Medina,Argentina Primera División,Argentina,
261160,Bruno Christian Sepúlveda,Argentina Primera División,Argentina,
261161,Milton Giménez,Argentina Primera División,Argentina,
261172,Franco Baldasarra,Argentina Primera División,Argentina,
263434,Facundo Mansilla,Argentina Primera División,Argentina,
263518,Agustín Sández,Argentina Primera División,Argentina,
176922,Walter Fabián Assmann,Argentina Primera División,Argentina,
184851,Mario Daniel Vega,USA Major League Soccer,Argentina,
211271,Alan Maximiliano Aguirre,Ecuadorian Serie A,Argentina,
215052,Lucas Nahuel Kruspzky,Argentina Primera División,Argentina,
215234,Ismael Alberto Quílez,Argentina Primera División,Argentina,
216698,Ariel Matías García,Mexican Liga MX,Argentina,
219845,Guillermo Fabián Pereira,Argentina Primera División,Argentina,
222639,Roberto Fabián Ramírez,Argentina Primera División,Argentina,
223501,Adrián Marcelo Spörle,Scottish Premiership,Argentina,
225858,Marcos Ignacio Ledesma,Argentina Primera División,Argentina,
226447,Santiago Echeverría,Liga de Fútbol Profesional Boliviano,Argentina,
227148,Federico Bonansea,Argentina Primera División,Argentina,
232067,Neri Ricardo Bandiera,Argentina Primera División,Argentina,
232712,Juan Bautista Cascini,Romanian Liga I,Argentina,
232817,Ignacio Francisco Chicco,Argentina Primera División,Argentina,
233092,Joaquín Nicolás Pereyra,Argentina Primera División,Argentina,
233892,Tomás David Sandoval,Argentina Primera División,Argentina,
237576,Nelson Federico Insfrán,Argentina Primera División,Argentina,
241120,Nicolás Agustín Demartini,Chilian Campeonato Nacional,Argentina,
241848,Gastón Agustín Heredia,Uruguayan Primera División,Argentina,
243476,Matías Nahuel Borgogno,Argentina Primera División,Argentina,
244995,Lucas Federico Trejo,Venezuelan Primera División,Argentina,
246546,Tomás Facundo Mariano Ortiz,Argentina Primera División,Argentina,
247021,Iván Smith,Chilian Campeonato Nacional,Argentina,
247081,Nazareno Romero,Argentina Primera División,Argentina,
252188,Emanuel Fernando Maciel,USA Major League Soccer,Argentina,
253244,Ignacio Óscar Don,Paraguayan Primera División,Argentina,
253734,Francisco Manenti,Paraguayan Primera División,Argentina,
254228,Oscar Camilo Salomón,Argentina Primera División,Argentina,
255028,Lautaro Gabriel Torres,Argentina Primera División,Argentina,
255217,Florián Gonzalo de Jesús Monzón,Argentina Primera División,Argentina,
255333,Matías Damián Pérez,Argentina Primera División,Argentina,
255462,Tiago Nahuel Banega,Argentina Primera División,Argentina,
256503,Pablo Gastón Gerzel,Argentina Primera División,Argentina,
257151,Pablo Abel Argañaraz Paradi,Argentina Primera División,Argentina,
257380,Alexis Francisco Flores,Argentina Primera División,Argentina,
257549,Lucas Emanuel Brochero,Argentina Primera División,Argentina,
257866,Nicolás Ezequiel Fernández Mercau,Argentina Primera División,Argentina,
258124,José Nicolás González,Argentina Primera División,Argentina,
259273,Tomás Ignacio Marchiori Carreño,Argentina Primera División,Argentina,
259486,Luciano Ismael Ferreyra,Argentina Primera División,Argentina,
259787,Lucas Ángel Esquivel,Argentina Primera División,Argentina,
260233,Marco Genare Di Cesare,Argentina Primera División,Argentina,
260542,Matías Cortave,Ecuadorian Serie A,Argentina,
260601,Oscar Exequiel Zeballos,Argentina Primera División,Argentina,
260704,Brian Salvareschi,Argentina Primera División,Argentina,
261000,Rubén Darío Ríos,Paraguayan Primera División,Argentina,
261019,Roberto Bochi,Argentina Primera División,Argentina,
261066,Brian Agustín Nievas,Argentina Primera División,Argentina,
261273,Daniel Eduardo Juárez,Argentina Primera División,Argentina,
261350,Nadir Zeineddin,Argentina Primera División,Argentina,
263365,Alejandro Martínez,Argentina Primera División,Argentina,
264323,Felipe Peña Biafore,Argentina Primera División,Argentina,
264406,Lautaro Marco Spatz,Spain Primera Division,Argentina,
200197,Nicolás Blandi,Argentina Primera División,Argentina,
215130,Nelson Martín Ibáñez,Argentina Primera División,Argentina,
217199,Patricio Martín Matricardi,Romanian Liga I,Argentina,
219492,Manuel Ignacio de Iriondo,French Ligue 2,Argentina,
219518,Pablo Ignacio Becker,Argentina Primera División,Argentina,
226424,Luis Yamil Garnier,Argentina Primera División,Argentina,
233920,Nicolás Franco,Argentina Primera División,Argentina,
235780,Alexis Gastón Sosa,Argentina Primera División,Argentina,
236633,Juan Francisco Bauza,Romanian Liga I,Argentina,
237875,Rodrigo Adrián Schlegel,USA Major League Soccer,Argentina,
237993,Héctor Jonás Acevedo,Argentina Primera División,Argentina,
238036,Juan Bautista Cejas,Uruguayan Primera División,Argentina,
238093,Matías Nicolás Tagliamonte,Argentina Primera División,Argentina,
238127,Matías Tissera,Argentina Primera División,Argentina,
240405,Juan Cruz González,Argentina Primera División,Argentina,
240457,Alejandro Ramón Maciel,Argentina Primera División,Argentina,
241567,Augusto Aguirre,Argentina Primera División,Argentina,
243810,Luis Ignacio Ingolotti,Argentina Primera División,Argentina,
244758,Renzo Paparelli,Argentina Primera División,Argentina,
244953,Claudio Martín Pombo,Argentina Primera División,Argentina,
246258,Lucas Beltrán,Argentina Primera División,Argentina,
246611,Franco Farid Pérez,Argentina Primera División,Argentina,
246986,Ricardo Ezequiel Ramírez,Argentina Primera División,Argentina,
248231,Hernán Darío López Muñoz,Argentina Primera División,Argentina,
251303,Juan Pablo Passaglia,Romanian Liga I,Argentina,
251651,Luis Ismael Vázquez,Argentina Primera División,Argentina,
254416,Marcos Emanuel Ovejero,Liga de Fútbol Profesional Boliviano,Argentina,
254586,Alan Nicolás Marinelli,Argentina Primera División,Argentina,
254695,Franco Gabriel Ibarra,USA Major League Soccer,Argentina,
255352,Francesco Lo Celso,Argentina Primera División,Argentina,
255972,Francisco Sebastián Ramírez,Argentina Primera División,Argentina,
256501,Enzo Martín Roldán,Argentina Primera División,Argentina,
256525,Federico Versaci,Argentina Primera División,Argentina,
257407,Raúl Alberto Lozano,Argentina Primera División,Argentina,
258149,Alan Martín Cantero,Argentina Primera División,Argentina,
258216,Sebastián Cocimano,Argentina Primera División,Argentina,
258291,Manuel Tadeo Llano Massa,Argentina Primera División,Argentina,
258574,Nahuel Eugenio Banegas,Argentina Primera División,Argentina,
259136,Alexis Amadeo Sabella,Argentina Primera División,Argentina,
259209,Mateo Bajamich,USA Major League Soccer,Argentina,
260663,Gastón Alberto Torres,Argentina Primera División,Argentina,
260826,Rodrigo Ezequiel Cabral,Argentina Primera División,Argentina,
261137,Maximiliano Juan Rogoski,Argentina Primera División,Argentina,
261174,Rafael Sangiovani,Argentina Primera División,Argentina,
261261,Justo Giani,Argentina Primera División,Argentina,
261364,Diago Giménez Flamminini,Liga de Fútbol Profesional Boliviano,Argentina,
261398,Nahuel Iribarren,Argentina Primera División,Argentina,
261402,Rodrigo Morales,Liga de Fútbol Profesional Boliviano,Argentina,
261427,Joaquín Adán Lencinas,Liga de Fútbol Profesional Boliviano,Argentina,
261438,Siro Ignacio Cabral Rosane,Argentina Primera División,Argentina,
261443,Ramiro Sordo,Argentina Primera División,Argentina,
261620,Abel Alejandro Bustos,Argentina Primera División,Argentina,
262240,Tomás Galván,Argentina Primera División,Argentina,
263204,Matías Mansilla,Argentina Primera División,Argentina,
263370,Valentín Barco,Argentina Primera División,Argentina,
263475,Facundo Russo,Argentina Primera División,Argentina,
263504,Bruno Leyes,Argentina Primera División,Argentina,
263671,Luciano Vega,Spanish Segunda División,Argentina,
165787,Jorge Alberto Ortiz,Argentina Primera División,Argentina,
173244,César Omar Taborda,Argentina Primera División,Argentina,
217202,Lautaro Patricio Rinaldi,Argentina Primera División,Argentina,
226024,Matías Alexis Romero,Argentina Primera División,Argentina,
237923,Alexis Domínguez,Argentina Primera División,Argentina,
241027,Braian Alejandro Galván,USA Major League Soccer,Argentina,
241878,Diego Alan Mercado Carrizo,Argentina Primera División,Argentina,
243469,Cristian Agustín Parano Rasguido,Portuguese Liga ZON SAGRES,Argentina,
252785,Tomás Agustín Álvarez,Argentina Primera División,Argentina,
253384,César Roman Ibáñez,Argentina Primera División,Argentina,
255453,Juan Manuel Cruz,Argentina Primera División,Argentina,
257153,Agustín Hausch,Argentina Primera División,Argentina,
257350,Juan Flere Pizzuti,Spain Primera Division,Argentina,
258283,Juan Ignacio Pacchini,Argentina Primera División,Argentina,
259537,Mateo Agustín Coronel,Argentina Primera División,Argentina,
260562,Lucas Agustín Besozzi,Argentina Primera División,Argentina,
261094,Nicolás Previtali,Ecuadorian Serie A,Argentina,
261173,Facundo Ferrero,Argentina Primera División,Argentina,
261442,Matías Sosa,Argentina Primera División,Argentina,
261619,Bruno Palazzo,Argentina Primera División,Argentina,
261768,Julián Eseiza,Argentina Primera División,Argentina,
262148,Nicolás Garayalde,Argentina Primera División,Argentina,
263156,Gonzalo Miceli,Argentina Primera División,Argentina,
232816,Alejandro Ezequiel Rivero González,Argentina Primera División,Argentina,
248145,Kevin Amir Isa Luna,Argentina Primera División,Argentina,
254222,Brian Andrés Farioli,Argentina Primera División,Argentina,
254959,Federico Ezequiel Torres,Argentina Primera División,Argentina,
258071,Gregorio José Tanco,Argentina Primera División,Argentina,
258103,Mateo Tanlongo,Argentina Primera División,Argentina,
258284,Tomás Agustín Pozzo,Argentina Primera División,Argentina,
258456,Lautaro Darío Giaccone,Argentina Primera División,Argentina,
259810,Esteban Daniel Obregón,Argentina Primera División,Argentina,
259899,Juan Pablo Romero,Argentina Primera División,Argentina,
260561,Kevin Joel Lomónaco,Argentina Primera División,Argentina,
260705,Facundo Castet,Argentina Primera División,Argentina,
261083,Bruno Valdez,Argentina Primera División,Argentina,
261349,Luciano Cingolani,Argentina Primera División,Argentina,
261352,Nicolás Emanuel Laméndola,Argentina Primera División,Argentina,
261690,Ramiro Di Luciano,Argentina Primera División,Argentina,
261691,Ignacio Agustín Rodríguez,Argentina Primera División,Argentina,
262283,Agustín Rodríguez,Argentina Primera División,Argentina,
263296,Luciano Gondou,Argentina Primera División,Argentina,
263418,Lucas Varaldo,Argentina Primera División,Argentina,
263498,Laureano Martinez,Argentina Primera División,Argentina,
263500,Franco Agustín Romero,Argentina Primera División,Argentina,
263718,Federico Paradela,Argentina Primera División,Argentina,
264147,Nicolás Palavecino,Argentina Primera División,Argentina,
214666,Fabio Francisco Vázquez,Argentina Primera División,Argentina,
226496,Nicolás Juan Gabriel Miracco,Argentina Primera División,Argentina,
233440,Fermín Antonini,Argentina Primera División,Argentina,
240955,Tomás Durso,Argentina Primera División,Argentina,
241099,Leandro Farid Finochietto,Argentina Primera División,Argentina,
242917,Rolando Lautaro Chávez,Argentina Primera División,Argentina,
245057,Rafael Ferrario,Argentina Primera División,Argentina,
245255,Julián Marcioni,Argentina Primera División,Argentina,
246305,Tomás Moschión,Argentina Primera División,Argentina,
246843,Emilio Emiliano González,Argentina Primera División,Argentina,
247105,Tomás Ezequiel Canteros,Argentina Primera División,Argentina,
247295,Joaquín Fabricio Hass,Argentina Primera División,Argentina,
252194,Camilo Hernán Albornoz,Argentina Primera División,Argentina,
253216,Adrián Rodríguez Giménez,Spain Primera Division,Argentina,
255065,Tiago Cantoro Armentano,Peruvian Primera División,Argentina,
256267,Mateo Montenegro,Argentina Primera División,Argentina,
257152,Luis Alberto Sequeira,Argentina Primera División,Argentina,
257985,Lautaro Amadé,Argentina Primera División,Argentina,
258080,Matías Nahuel González,Argentina Primera División,Argentina,
258084,Conrado David Ibarra,Argentina Primera División,Argentina,
258087,Guillermo Federico Gonzálvez,Argentina Primera División,Argentina,
258089,Leandro Fabián Quiroz,Argentina Primera División,Argentina,
258104,Gino Infantino,Argentina Primera División,Argentina,
258176,Pablo Damián Oro,Argentina Primera División,Argentina,
258288,Williams Barlasina,Argentina Primera División,Argentina,
259198,Matías Rodrigo Córdoba,Argentina Primera División,Argentina,
259270,Ramiro Braian Luna,Argentina Primera División,Argentina,
259271,Ignacio Gariglio,Argentina Primera División,Argentina,
259598,Deian Verón,Argentina Primera División,Argentina,
259971,Emanuel Natanael Guzmán,Uruguayan Primera División,Argentina,
260667,Facundo Daniel Kruspzky,Argentina Primera División,Argentina,
260706,Benjamin Borasi,Argentina Primera División,Argentina,
261014,Andrés Desábato,Argentina Primera División,Argentina,
261096,Lucas Ambrogio,Argentina Primera División,Argentina,
261155,Martín Garay,Argentina Primera División,Argentina,
261157,Matías Palavecino,Argentina Primera División,Argentina,
261181,Mateo José Mamani,Argentina Primera División,Argentina,
261183,Gonzalo Álvez,Argentina Primera División,Argentina,
261503,Jonathan Emanuel Duche,Venezuelan Primera División,Argentina,
261614,Joaquín Gho,Argentina Primera División,Argentina,
261826,Gustavo Javier Iturra Matus,Chilian Campeonato Nacional,Argentina,
261884,Diego Calcaterra,Argentina Primera División,Argentina,
262865,Facundo Sanguinetti,Argentina Primera División,Argentina,
263474,Franco Torres,Argentina Primera División,Argentina,
263501,Bautista Kociubinski,Argentina Primera División,Argentina,
263502,Franco Zapiola,Argentina Primera División,Argentina,
263756,Rodrigo Márquez,Argentina Primera División,Argentina,
263862,Marcos Valor,Argentina Primera División,Argentina,
264031,Matías Rosales,Spanish Segunda División,Argentina,
264148,Patricio Damián Pérez,Argentina Primera División,Argentina,
264149,Cristian Geist,Argentina Primera División,Argentina,
203863,Luis Carlos Fariña Olivera,Paraguayan Primera División,Argentina,
233030,Franco Pizzicanella Blasi,Argentina Primera División,Argentina,
244643,Pablo Leandro Gómez,Mexican Liga MX,Argentina,
246841,Nicolás Alejandro Forastiero,Argentina Primera División,Argentina,
261112,Patricio Ostachuk,Argentina Primera División,Argentina,
261369,Pablo Agustín Minissale,Argentina Primera División,Argentina,
262083,Agustín Martegani,Argentina Primera División,Argentina,
262339,Gonzalo Luján,Argentina Primera División,Argentina,
262718,Franco Ravizzoli,English League One,Argentina,
263416,Danilo Gómez,Argentina Primera División,Argentina,
263451,Francisco Galván,Argentina Primera División,Argentina,
252480,Maurizio Pochettino,English Premier League,Argentina,
261501,Franco Nicolás Torres,Colombian Liga Postobón,Argentina,
261684,Gustavo Ezequiel Machado Ferrando,Uruguayan Primera División,Argentina,
264154,Santiago Visentin,Italian Serie B,Argentina,
192883,Henrikh Mkhitaryan,Italian Serie A,Armenia,
218534,Sargis Adamyan,German 1. Bundesliga,Armenia,
206423,Varazdat Haroyan,Spain Primera Division,Armenia,
235989,Norberto Alejandro Briasco Balekian,Argentina Primera División,Armenia,
198178,André Jack Calisir,Danish Superliga,Armenia,
232657,Mauro Guevgeozián Crespo,Peruvian Primera División,Armenia,
263399,Manuel Nazaretian,French Ligue 1,Armenia,
194958,Aaron Frank Mooy,Chinese Super League,Australia,
199005,Mathew David Ryan,Spain Primera Division,Australia,
212232,Jamie Maclaren,Australian Hyundai A-League,Australia,
181481,Daniel Vuković,Holland Eredivisie,Australia,
209888,Craig Alexander Goodwin,Australian Hyundai A-League,Australia,
229585,Miloš Degenek,,Australia,
192241,Rhyan Bert Grant,Australian Hyundai A-League,Australia,
199000,Trent Lucas Sainsbury,Belgian Jupiler Pro League,Australia,
207928,Tomas Petar Rogić,Scottish Premiership,Australia,
228171,Christopher James Ikonomidis,Australian Hyundai A-League,Australia,
181479,Alex Wilkinson,Australian Hyundai A-League,Australia,
186881,James Robert Holland,Austrian Football Bundesliga,Australia,
195033,Mathew Allan Leckie,Australian Hyundai A-League,Australia,
202678,Joshua Risdon,Australian Hyundai A-League,Australia,
211221,Martin Callie Boyle,Scottish Premiership,Australia,
229901,Harry James Souttar,English League Championship,Australia,
164853,Adam Federici,Australian Hyundai A-League,Australia,
173703,Rhys Williams,Australian Hyundai A-League,Australia,
182435,Mitchell James Langerak,Japanese J. League Division 1,Australia,
202676,Adam Jake Taggart,Japanese J. League Division 1,Australia,
233487,Riley Patrick McGree,English League Championship,Australia,
237647,Ajdin Hrustić,German 1. Bundesliga,Australia,
246006,Cameron Peter Devlin,Scottish Premiership,Australia,
252974,Reno Mauro Piscopo,Australian Hyundai A-League,Australia,
162900,Neil Kilkenny,Australian Hyundai A-League,Australia,
165735,Bradley Scott Jones,Australian Hyundai A-League,Australia,
173450,James Meredith,Australian Hyundai A-League,Australia,
199159,Nathan Luke Brattan,Australian Hyundai A-League,Australia,
202157,Aziz Eraltay Behich,Turkish Süper Lig,Australia,
202208,Dimitri Petratos,Australian Hyundai A-League,Australia,
203224,Curtis Edward Good,Australian Hyundai A-League,Australia,
203423,Lawrence Andrew Kingsley Thomas,Danish Superliga,Australia,
205347,Massimo Corey Luongo,English League One,Australia,
209359,Brandon O'Neill,Australian Hyundai A-League,Australia,
212830,Awer Bul Mabil,Danish Superliga,Australia,
215412,Callum Roddie Elder,English League Championship,Australia,
232162,Steven Peter Ugarković,Australian Hyundai A-League,Australia,
237005,Keanu Baccus,Australian Hyundai A-League,Australia,
188278,Mark Birighitti,Australian Hyundai A-League,Australia,
198810,Bailey Colin Wright,English League One,Australia,
203308,Joshua Brillante,Australian Hyundai A-League,Australia,
211378,Jackson Alexander Irvine,German 2. Bundesliga,Australia,
241861,Nathaniel Atkinson,Australian Hyundai A-League,Australia,
243473,Fran Karačić,,Australia,
178089,David Joel Williams,Indian Super League,Australia,
179840,Matthew Špiranović,Australian Hyundai A-League,Australia,
182440,Robbie Kruse,Australian Hyundai A-League,Australia,
183244,Andrew James Redmayne,Australian Hyundai A-League,Australia,
183741,Michael Zullo,Australian Hyundai A-League,Australia,
190180,Ryan James McGowan,,Australia,
203309,Benjamin Halloran,Australian Hyundai A-League,Australia,
209885,Mitchell Thomas Duke,,Australia,
210389,Bradley Shaun Smith,USA Major League Soccer,Australia,
212013,Kearyn Baccus,South African Premier Division,Australia,
212075,Andrew Nabbout,Australian Hyundai A-League,Australia,
213488,Daniël De Silva,Australian Hyundai A-League,Australia,
216744,Cameron Robert Burgess,English League One,Australia,
220708,Brandon Joel Gaetano Borrello,German 2. Bundesliga,Australia,
231356,Matthew Millar,Scottish Premiership,Australia,
233105,Kenneth William Dougall,English League Championship,Australia,
241970,Harrison Delbridge,Korean K League 1,Australia,
264251,Deni Jurić,Croatian Prva HNL,Australia,
169479,Rostyn Griffiths,Australian Hyundai A-League,Australia,
178589,Scott Jamieson,Australian Hyundai A-League,Australia,
179903,Oliver Bozanić,Australian Hyundai A-League,Australia,
188071,Tommy Oar,Australian Hyundai A-League,Australia,
197831,Jason Davidson,Australian Hyundai A-League,Australia,
200535,Terry Antonis,Australian Hyundai A-League,Australia,
204882,Ryan Dale Williams,English League One,Australia,
208549,Andy Rose,USA Major League Soccer,Australia,
209210,Alexander Grant,Korean K League 1,Australia,
211785,Benjamin Garuccio,Australian Hyundai A-League,Australia,
213321,Tomi Jurić,Australian Hyundai A-League,Australia,
213327,Aleksandar Jovanović,Australian Hyundai A-League,Australia,
228310,Thomas Jok Deng,Japanese J. League Division 1,Australia,
232110,Thomas William Glover,Australian Hyundai A-League,Australia,
240648,Connor Isaac Metcalfe,Australian Hyundai A-League,Australia,
172208,James Troisi,Australian Hyundai A-League,Australia,
184514,Erik Endel Paartalu,Indian Super League,Australia,
192250,Matthew Jurman,Australian Hyundai A-League,Australia,
203569,Joel Joseph Chianese,Indian Super League,Australia,
209364,Corey Edward Brown,Australian Hyundai A-League,Australia,
211793,James Donachie,Australian Hyundai A-League,Australia,
213281,Paulo Retre,Australian Hyundai A-League,Australia,
225757,Max Burgess,Australian Hyundai A-League,Australia,
228887,Tomislav Mrčela,Indian Super League,Australia,
230888,Aiden O'Neill,Australian Hyundai A-League,Australia,
231678,Ruon Kuk Tongyik,Australian Hyundai A-League,Australia,
236890,Denis Genreau,French Ligue 2,Australia,
242840,Aleksandar Šušnjar,Australian Hyundai A-League,Australia,
243721,Dylan Wenzel-Halls,Australian Hyundai A-League,Australia,
245653,Jordan Murray,Indian Super League,Australia,
246005,Joel Bruce King,Australian Hyundai A-League,Australia,
180717,Liam Reddy,Australian Hyundai A-League,Australia,
180740,Nikolai Topor-Stanley,Australian Hyundai A-League,Australia,
185256,Jason Hoffman,Australian Hyundai A-League,Australia,
190995,Bradden Inman,Indian Super League,Australia,
192572,Scott Neville,Australian Hyundai A-League,Australia,
193875,Jack David Hingert,Australian Hyundai A-League,Australia,
205049,Nicholas Ansell,Australian Hyundai A-League,Australia,
209886,Anthony Caceres,Australian Hyundai A-League,Australia,
210217,Connor Chapman,Korean K League 1,Australia,
212753,Stefan Mauk,Australian Hyundai A-League,Australia,
212923,Scott Galloway,Australian Hyundai A-League,Australia,
213280,Connor Pain,Australian Hyundai A-League,Australia,
216154,Jordan Elsey,Australian Hyundai A-League,Australia,
224297,Alexander Joseph Gersbach,French Ligue 2,Australia,
231342,Dylan Fox,Indian Super League,Australia,
242240,Louis D'Arrigo,Australian Hyundai A-League,Australia,
181010,Leigh Broxham,Australian Hyundai A-League,Australia,
186884,Ben Kantarovski,Australian Hyundai A-League,Australia,
203092,Bernie Ibini-Isei,Australian Hyundai A-League,Australia,
212511,Jason Kato Geria,Australian Hyundai A-League,Australia,
212535,Aaron Calver,Australian Hyundai A-League,Australia,
213093,Jack Clisby,Australian Hyundai A-League,Australia,
225053,Liam Rose,Australian Hyundai A-League,Australia,
228889,Jake McGing,Australian Hyundai A-League,Australia,
231582,Nicholas D'Agostino,Australian Hyundai A-League,Australia,
231914,Daniel Margush,Australian Hyundai A-League,Australia,
232357,Joe Kato Caletti,Australian Hyundai A-League,Australia,
233931,Kye Francis Rowles,Australian Hyundai A-League,Australia,
238360,Lachlan Andrew Wales,Australian Hyundai A-League,Australia,
240262,Jake Brimmer,Australian Hyundai A-League,Australia,
243785,Tate Russell,Australian Hyundai A-League,Australia,
246009,Marco Tilio,Australian Hyundai A-League,Australia,
248718,Jack Henry Stewart Iredale,English League One,Australia,
181468,Dean Anthony Bouzanis,English League Two,Australia,
183025,Matt Simon,Australian Hyundai A-League,Australia,
191006,Anthony Golec,Australian Hyundai A-League,Australia,
210368,Jack Carleton Duncan,Australian Hyundai A-League,Australia,
212989,Steven Luštica,Australian Hyundai A-League,Australia,
224526,Jordan David Lyden,English League Two,Australia,
228191,Jonathan Aspropotamitis,Australian Hyundai A-League,Australia,
228210,Lachlan Robert Tua Jackson,Korean K League 1,Australia,
232053,Trent Buhagiar,Australian Hyundai A-League,Australia,
233932,Connor O'Toole,Australian Hyundai A-League,Australia,
236006,Jordan O'Doherty,Australian Hyundai A-League,Australia,
236342,Nikola Mileusnić,Australian Hyundai A-League,Australia,
236626,Johnny Koutroumbis,Australian Hyundai A-League,Australia,
242109,Tass Mourdoukoutas,Australian Hyundai A-League,Australia,
242154,Angus Thurgate,Australian Hyundai A-League,Australia,
247822,Joshua Nisbet,Australian Hyundai A-League,Australia,
259767,Thomas Aquilina,Australian Hyundai A-League,Australia,
192651,Osama Malik,Australian Hyundai A-League,Australia,
199218,Brendan Hamill,Australian Hyundai A-League,Australia,
209895,Matthew Acton,Australian Hyundai A-League,Australia,
220819,Ryan Kitto,Australian Hyundai A-League,Australia,
226504,George Timotheou,Australian Hyundai A-League,Australia,
231310,Stefan Nigro,Australian Hyundai A-League,Australia,
241440,Rahmat Akbari,Australian Hyundai A-League,Australia,
241552,Jacob Michael Italiano,German 1. Bundesliga,Australia,
241825,Tyrese Jay Francois,English League Championship,Australia,
247836,Daniel Wilmering,Australian Hyundai A-League,Australia,
248371,Zachary Duncan,Danish Superliga,Australia,
251176,Samuel Silvera,Australian Hyundai A-League,Australia,
213712,Dylan Murnane,Australian Hyundai A-League,Australia,
225051,Benjamin Warland,Australian Hyundai A-League,Australia,
230980,Jacob Tratt,Australian Hyundai A-League,Australia,
231634,Tomislav Uskok,Australian Hyundai A-League,Australia,
235054,Ivan Vujica,Australian Hyundai A-League,Australia,
237705,Dylan Pierias,Australian Hyundai A-League,Australia,
240650,Ramy Najjarine,Australian Hyundai A-League,Australia,
252468,Al Hassan Toure,Australian Hyundai A-League,Australia,
254906,Ryan Scott,Australian Hyundai A-League,Australia,
257247,Caleb Cassius Watts,English Premier League,Australia,
260617,Mark Natta,Australian Hyundai A-League,Australia,
262904,John Iredale,German 3. Bundesliga,Australia,
263932,Tristan Hammond,Austrian Football Bundesliga,Australia,
220454,Joshua Brindell-South,Australian Hyundai A-League,Australia,
221285,Jaushua Sotirio,Australian Hyundai A-League,Australia,
225756,George Blackwood,Australian Hyundai A-League,Australia,
245509,Joshua Cavallo,Australian Hyundai A-League,Australia,
246008,Jerry Skotadis,Australian Hyundai A-League,Australia,
252700,Kai Trewin,Australian Hyundai A-League,Australia,
255941,Noah Smith,Australian Hyundai A-League,Australia,
257348,Taras Gomulka,Australian Hyundai A-League,Australia,
259459,Joshua Laws,Australian Hyundai A-League,Australia,
259726,Lachlan Rose,Australian Hyundai A-League,Australia,
260533,Joshua Rawlins,Australian Hyundai A-League,Australia,
209757,Vedran Janjetović,Australian Hyundai A-League,Australia,
225981,Adam Pearce,Australian Hyundai A-League,Australia,
232314,Kosta Petratos,Australian Hyundai A-League,Australia,
236589,Sebastian Pasquali,Australian Hyundai A-League,Australia,
236702,Reagan Robert William Ogle,English League Two,Australia,
240340,Chris Zuvela,Australian Hyundai A-League,Australia,
240580,Ben Folami,Australian Hyundai A-League,Australia,
